zip,city,state,county
92239,Desert Center,CA,Riverside
92240,Desert Hot Springs,CA,Riverside
92241,Desert Hot Springs,CA,Riverside
92242,Earp,CA,San Bernardino
92243,El Centro,CA,Imperial
92244,El Centro,CA,Imperial
92247,La Quinta,CA,Riverside
92248,La Quinta,CA,Riverside
92249,Heber,CA,Imperial
92250,Holtville,CA,Imperial
92251,Imperial,CA,Imperial
92252,Joshua Tree,CA,San Bernardino
92253,La Quinta,CA,Riverside
92254,Mecca,CA,Riverside
92255,Palm Desert,CA,Riverside
92256,Morongo Valley,CA,San Bernardino
92257,Niland,CA,Imperial
92258,North Palm Springs,CA,Riverside
92259,Ocotillo,CA,Imperial
92260,Palm Desert,CA,Riverside
92261,Palm Desert,CA,Riverside
92262,Palm Springs,CA,Riverside
92263,Palm Springs,CA,Riverside
92264,Palm Springs,CA,Riverside
92266,Palo Verde,CA,Imperial
92267,Parker Dam,CA,San Bernardino
92268,Pioneertown,CA,San Bernardino
92270,Rancho Mirage,CA,Riverside
92273,Seeley,CA,Imperial
92274,Thermal,CA,Riverside
92275,Salton City,CA,Imperial
92276,Thousand Palms,CA,Riverside
92277,Twentynine Palms,CA,San Bernardino
92278,Twentynine Palms,CA,San Bernardino
92280,Vidal,CA,San Bernardino
92281,Westmorland,CA,Imperial
92282,White Water,CA,Riverside
92283,Winterhaven,CA,Imperial
92284,Yucca Valley,CA,San Bernardino
92285,Landers,CA,San Bernardino
92286,Yucca Valley,CA,San Bernardino
92292,Palm Springs,CA,Riverside
92301,Adelanto,CA,San Bernardino
92304,Amboy,CA,San Bernardino
92305,Angelus Oaks,CA,San Bernardino
92307,Apple Valley,CA,San Bernardino
92308,Apple Valley,CA,San Bernardino
92309,Baker,CA,San Bernardino
92310,Fort Irwin,CA,San Bernardino
92311,Barstow,CA,San Bernardino
92312,Barstow,CA,San Bernardino
92313,Grand Terrace,CA,San Bernardino
92314,Big Bear City,CA,San Bernardino
92315,Big Bear Lake,CA,San Bernardino
92316,Bloomington,CA,San Bernardino
92317,Blue Jay,CA,San Bernardino
92318,Bryn Mawr,CA,San Bernardino
92320,Calimesa,CA,Riverside
92321,Cedar Glen,CA,San Bernardino
92322,Cedarpines Park,CA,San Bernardino
92323,Cima,CA,San Bernardino
92324,Colton,CA,San Bernardino
92325,Crestline,CA,San Bernardino
92326,Crest Park,CA,San Bernardino
92327,Daggett,CA,San Bernardino
92328,Death Valley,CA,Inyo
92329,Phelan,CA,San Bernardino
92331,Fontana,CA,San Bernardino
92332,Essex,CA,San Bernardino
92333,Fawnskin,CA,San Bernardino
92334,Fontana,CA,San Bernardino
92335,Fontana,CA,San Bernardino
92336,Fontana,CA,San Bernardino
92337,Fontana,CA,San Bernardino
92338,Ludlow,CA,San Bernardino
92339,Forest Falls,CA,San Bernardino
92340,Hesperia,CA,San Bernardino
92341,Green Valley Lake,CA,San Bernardino
92342,Helendale,CA,San Bernardino
92344,Hesperia,CA,San Bernardino
92345,Hesperia,CA,San Bernardino
92346,Highland,CA,San Bernardino
92347,Hinkley,CA,San Bernardino
92350,Loma Linda,CA,San Bernardino
92352,Lake Arrowhead,CA,San Bernardino
92354,Loma Linda,CA,San Bernardino
92356,Lucerne Valley,CA,San Bernardino
92357,Loma Linda,CA,San Bernardino
92358,Lytle Creek,CA,San Bernardino
92359,Mentone,CA,San Bernardino
92363,Needles,CA,San Bernardino
92364,Nipton,CA,San Bernardino
92365,Newberry Springs,CA,San Bernardino
92366,Mountain Pass,CA,San Bernardino
92368,Oro Grande,CA,San Bernardino
92369,Patton,CA,San Bernardino
92371,Phelan,CA,San Bernardino
92372,Pinon Hills,CA,San Bernardino
92373,Redlands,CA,San Bernardino
92374,Redlands,CA,San Bernardino
92375,Redlands,CA,San Bernardino
92376,Rialto,CA,San Bernardino
92377,Rialto,CA,San Bernardino
92378,Rimforest,CA,San Bernardino
92382,Running Springs,CA,San Bernardino
92384,Shoshone,CA,Inyo
92385,Skyforest,CA,San Bernardino
92386,Sugarloaf,CA,San Bernardino
92389,Tecopa,CA,Inyo
92391,Twin Peaks,CA,San Bernardino
92392,Victorville,CA,San Bernardino
92393,Victorville,CA,San Bernardino
92394,Victorville,CA,San Bernardino
92395,Victorville,CA,San Bernardino
92397,Wrightwood,CA,San Bernardino
92398,Yermo,CA,San Bernardino
92399,Yucaipa,CA,San Bernardino
92401,San Bernardino,CA,San Bernardino
92402,San Bernardino,CA,San Bernardino
92403,San Bernardino,CA,San Bernardino
92404,San Bernardino,CA,San Bernardino
92405,San Bernardino,CA,San Bernardino
92406,San Bernardino,CA,San Bernardino
92407,San Bernardino,CA,San Bernardino
92408,San Bernardino,CA,San Bernardino
92410,San Bernardino,CA,San Bernardino
92411,San Bernardino,CA,San Bernardino
92412,San Bernardino,CA,San Bernardino
92413,San Bernardino,CA,San Bernardino
92414,San Bernardino,CA,San Bernardino
92415,San Bernardino,CA,San Bernardino
92418,San Bernardino,CA,San Bernardino
92423,San Bernardino,CA,San Bernardino
92424,San Bernardino,CA,San Bernardino
92427,San Bernardino,CA,San Bernardino
92501,Riverside,CA,Riverside
92502,Riverside,CA,Riverside
92503,Riverside,CA,Riverside
92504,Riverside,CA,Riverside
92505,Riverside,CA,Riverside
92506,Riverside,CA,Riverside
92507,Riverside,CA,Riverside
92508,Riverside,CA,Riverside
92509,Riverside,CA,Riverside
92513,Riverside,CA,Riverside
92514,Riverside,CA,Riverside
92515,Riverside,CA,Riverside
92516,Riverside,CA,Riverside
92517,Riverside,CA,Riverside
92518,March Air Reserve Base,CA,Riverside
92519,Riverside,CA,Riverside
92521,Riverside,CA,Riverside
92522,Riverside,CA,Riverside
92530,Lake Elsinore,CA,Riverside
92531,Lake Elsinore,CA,Riverside
92532,Lake Elsinore,CA,Riverside
92536,Aguanga,CA,Riverside
92539,Anza,CA,Riverside
92543,Hemet,CA,Riverside
92544,Hemet,CA,Riverside
92545,Hemet,CA,Riverside
92546,Hemet,CA,Riverside
92548,Homeland,CA,Riverside
92549,Idyllwild,CA,Riverside
92551,Moreno Valley,CA,Riverside
92552,Moreno Valley,CA,Riverside
92553,Moreno Valley,CA,Riverside
92554,Moreno Valley,CA,Riverside
92555,Moreno Valley,CA,Riverside
92556,Moreno Valley,CA,Riverside
92557,Moreno Valley,CA,Riverside
92561,Mountain Center,CA,Riverside
92562,Murrieta,CA,Riverside
92563,Murrieta,CA,Riverside
92564,Murrieta,CA,Riverside
92567,Nuevo,CA,Riverside
92570,Perris,CA,Riverside
92571,Perris,CA,Riverside
92572,Perris,CA,Riverside
92581,San Jacinto,CA,Riverside
92582,San Jacinto,CA,Riverside
92583,San Jacinto,CA,Riverside
92584,Menifee,CA,Riverside
92585,Sun City,CA,Riverside
92586,Sun City,CA,Riverside
92587,Sun City,CA,Riverside
92589,Temecula,CA,Riverside
92590,Temecula,CA,Riverside
92591,Temecula,CA,Riverside
92592,Temecula,CA,Riverside
92593,Temecula,CA,Riverside
92595,Wildomar,CA,Riverside
92596,Winchester,CA,Riverside
92599,Perris,CA,Riverside
92602,Irvine,CA,Orange
92603,Irvine,CA,Orange
92604,Irvine,CA,Orange
92605,Huntington Beach,CA,Orange
92606,Irvine,CA,Orange
92607,Laguna Niguel,CA,Orange
92609,El Toro,CA,Orange
92610,Foothill Ranch,CA,Orange
92612,Irvine,CA,Orange
92614,Irvine,CA,Orange
92615,Huntington Beach,CA,Orange
92616,Irvine,CA,Orange
92617,Irvine,CA,Orange
92618,Irvine,CA,Orange
92619,Irvine,CA,Orange
92620,Irvine,CA,Orange
92623,Irvine,CA,Orange
92624,Capistrano Beach,CA,Orange
92625,Corona Del Mar,CA,Orange
92626,Costa Mesa,CA,Orange
92627,Costa Mesa,CA,Orange
92628,Costa Mesa,CA,Orange
92629,Dana Point,CA,Orange
92630,Lake Forest,CA,Orange
92637,Laguna Woods,CA,Orange
92646,Huntington Beach,CA,Orange
92647,Huntington Beach,CA,Orange
92648,Huntington Beach,CA,Orange
92649,Huntington Beach,CA,Orange
92650,East Irvine,CA,Orange
92651,Laguna Beach,CA,Orange
92652,Laguna Beach,CA,Orange
92653,Laguna Hills,CA,Orange
92654,Laguna Hills,CA,Orange
92655,Midway City,CA,Orange
92656,Aliso Viejo,CA,Orange
92657,Newport Coast,CA,Orange
92658,Newport Beach,CA,Orange
92659,Newport Beach,CA,Orange
92660,Newport Beach,CA,Orange
92661,Newport Beach,CA,Orange
92662,Newport Beach,CA,Orange
92663,Newport Beach,CA,Orange
92672,San Clemente,CA,Orange
92673,San Clemente,CA,Orange
92674,San Clemente,CA,Orange
92675,San Juan Capistrano,CA,Orange
92676,Silverado,CA,Orange
92677,Laguna Niguel,CA,Orange
92678,Trabuco Canyon,CA,Orange
92679,Trabuco Canyon,CA,Orange
92683,Westminster,CA,Orange
92684,Westminster,CA,Orange
92685,Westminster,CA,Orange
92688,Rancho Santa Margarita,CA,Orange
92690,Mission Viejo,CA,Orange
92691,Mission Viejo,CA,Orange
92692,Mission Viejo,CA,Orange
92693,San Juan Capistrano,CA,Orange
92694,Ladera Ranch,CA,Orange
92697,Irvine,CA,Orange
92698,Aliso Viejo,CA,Orange
92701,Santa Ana,CA,Orange
92702,Santa Ana,CA,Orange
92703,Santa Ana,CA,Orange
92704,Santa Ana,CA,Orange
92705,Santa Ana,CA,Orange
92706,Santa Ana,CA,Orange
92707,Santa Ana,CA,Orange
92708,Fountain Valley,CA,Orange
92709,Irvine,CA,Orange
92710,Irvine,CA,Orange
92711,Santa Ana,CA,Orange
92712,Santa Ana,CA,Orange
92725,Santa Ana,CA,Orange
92728,Fountain Valley,CA,Orange
92735,Santa Ana,CA,Orange
92780,Tustin,CA,Orange
92781,Tustin,CA,Orange
92782,Tustin,CA,Orange
92799,Santa Ana,CA,Orange
92801,Anaheim,CA,Orange
92802,Anaheim,CA,Orange
92803,Anaheim,CA,Orange
92804,Anaheim,CA,Orange
92805,Anaheim,CA,Orange
92806,Anaheim,CA,Orange
92807,Anaheim,CA,Orange
92808,Anaheim,CA,Orange
92809,Anaheim,CA,Orange
92811,Atwood,CA,Orange
92812,Anaheim,CA,Orange
92814,Anaheim,CA,Orange
92815,Anaheim,CA,Orange
92816,Anaheim,CA,Orange
92817,Anaheim,CA,Orange
92821,Brea,CA,Orange
92822,Brea,CA,Orange
92823,Brea,CA,Orange
92825,Anaheim,CA,Orange
92831,Fullerton,CA,Orange
92832,Fullerton,CA,Orange
92833,Fullerton,CA,Orange
92834,Fullerton,CA,Orange
92835,Fullerton,CA,Orange
92836,Fullerton,CA,Orange
92837,Fullerton,CA,Orange
92838,Fullerton,CA,Orange
92840,Garden Grove,CA,Orange
92841,Garden Grove,CA,Orange
92842,Garden Grove,CA,Orange
92843,Garden Grove,CA,Orange
92844,Garden Grove,CA,Orange
92845,Garden Grove,CA,Orange
92846,Garden Grove,CA,Orange
92850,Anaheim,CA,Orange
92856,Orange,CA,Orange
92857,Orange,CA,Orange
92859,Orange,CA,Orange
92860,Norco,CA,Riverside
92861,Villa Park,CA,Orange
92862,Orange,CA,Orange
92863,Orange,CA,Orange
92864,Orange,CA,Orange
92865,Orange,CA,Orange
92866,Orange,CA,Orange
92867,Orange,CA,Orange
92868,Orange,CA,Orange
92869,Orange,CA,Orange
92870,Placentia,CA,Orange
92871,Placentia,CA,Orange
92877,Corona,CA,Riverside
92878,Corona,CA,Riverside
92879,Corona,CA,Riverside
92880,Corona,CA,Riverside
92881,Corona,CA,Riverside
92882,Corona,CA,Riverside
92883,Corona,CA,Riverside
92885,Yorba Linda,CA,Orange
92886,Yorba Linda,CA,Orange
92887,Yorba Linda,CA,Orange
92899,Anaheim,CA,Orange
93001,Ventura,CA,Ventura
93002,Ventura,CA,Ventura
93003,Ventura,CA,Ventura
93004,Ventura,CA,Ventura
93005,Ventura,CA,Ventura
93006,Ventura,CA,Ventura
93007,Ventura,CA,Ventura
93009,Ventura,CA,Ventura
93010,Camarillo,CA,Ventura
93011,Camarillo,CA,Ventura
93012,Camarillo,CA,Ventura
93013,Carpinteria,CA,Santa Barbara
93014,Carpinteria,CA,Santa Barbara
93015,Fillmore,CA,Ventura
93016,Fillmore,CA,Ventura
93020,Moorpark,CA,Ventura
93021,Moorpark,CA,Ventura
93022,Oak View,CA,Ventura
93023,Ojai,CA,Ventura
93024,Ojai,CA,Ventura
93030,Oxnard,CA,Ventura
93031,Oxnard,CA,Ventura
93032,Oxnard,CA,Ventura
93033,Oxnard,CA,Ventura
93034,Oxnard,CA,Ventura
93035,Oxnard,CA,Ventura
93036,Oxnard,CA,Ventura
93040,Piru,CA,Ventura
93041,Port Hueneme,CA,Ventura
93042,Point Mugu Nawc,CA,Ventura
93043,Port Hueneme Cbc Base,CA,Ventura
93044,Port Hueneme,CA,Ventura
93060,Santa Paula,CA,Ventura
93061,Santa Paula,CA,Ventura
93062,Simi Valley,CA,Ventura
93063,Simi Valley,CA,Ventura
93064,Brandeis,CA,Ventura
93065,Simi Valley,CA,Ventura
93066,Somis,CA,Ventura
93067,Summerland,CA,Santa Barbara
93093,Simi Valley,CA,Ventura
93094,Simi Valley,CA,Ventura
93099,Simi Valley,CA,Ventura
93101,Santa Barbara,CA,Santa Barbara
93102,Santa Barbara,CA,Santa Barbara
93103,Santa Barbara,CA,Santa Barbara
93105,Santa Barbara,CA,Santa Barbara
93106,Santa Barbara,CA,Santa Barbara
93107,Santa Barbara,CA,Santa Barbara
93108,Santa Barbara,CA,Santa Barbara
93109,Santa Barbara,CA,Santa Barbara
93110,Santa Barbara,CA,Santa Barbara
93111,Santa Barbara,CA,Santa Barbara
93116,Goleta,CA,Santa Barbara
93117,Goleta,CA,Santa Barbara
93118,Goleta,CA,Santa Barbara
93120,Santa Barbara,CA,Santa Barbara
93121,Santa Barbara,CA,Santa Barbara
93130,Santa Barbara,CA,Santa Barbara
93140,Santa Barbara,CA,Santa Barbara
93150,Santa Barbara,CA,Santa Barbara
93160,Santa Barbara,CA,Santa Barbara
93190,Santa Barbara,CA,Santa Barbara
93199,Goleta,CA,Santa Barbara
93201,Alpaugh,CA,Tulare
93202,Armona,CA,Kings
93203,Arvin,CA,Kern
93204,Avenal,CA,Kings
93205,Bodfish,CA,Kern
93206,Buttonwillow,CA,Kern
93207,California Hot Springs,CA,Tulare
93208,Camp Nelson,CA,Tulare
93210,Coalinga,CA,Fresno
93212,Corcoran,CA,Kings
93215,Delano,CA,Kern
93216,Delano,CA,Kern
93218,Ducor,CA,Tulare
93219,Earlimart,CA,Tulare
93220,Edison,CA,Kern
93221,Exeter,CA,Tulare
93222,Frazier Park,CA,Kern
93223,Farmersville,CA,Tulare
93224,Fellows,CA,Kern
93225,Frazier Park,CA,Kern
93226,Glennville,CA,Kern
93227,Goshen,CA,Tulare
93230,Hanford,CA,Kings
93232,Hanford,CA,Kings
93234,Huron,CA,Fresno
93235,Ivanhoe,CA,Tulare
93237,Kaweah,CA,Tulare
93238,Kernville,CA,Kern
93239,Kettleman City,CA,Kings
93240,Lake Isabella,CA,Kern
93241,Lamont,CA,Kern
93242,Laton,CA,Fresno
93243,Lebec,CA,Kern
93244,Lemon Cove,CA,Tulare
93245,Lemoore,CA,Kings
93246,Lemoore,CA,Kings
93247,Lindsay,CA,Tulare
93249,Lost Hills,CA,Kern
93250,Mc Farland,CA,Kern
93251,Mc Kittrick,CA,Kern
93252,Maricopa,CA,Kern
93254,New Cuyama,CA,Santa Barbara
93255,Onyx,CA,Kern
93256,Pixley,CA,Tulare
93257,Porterville,CA,Tulare
93258,Porterville,CA,Tulare
93260,Posey,CA,Tulare
93261,Richgrove,CA,Tulare
93262,Sequoia National Park,CA,Tulare
93263,Shafter,CA,Kern
93265,Springville,CA,Tulare
93266,Stratford,CA,Kings
93267,Strathmore,CA,Tulare
93268,Taft,CA,Kern
93270,Terra Bella,CA,Tulare
93271,Three Rivers,CA,Tulare
93272,Tipton,CA,Tulare
93274,Tulare,CA,Tulare
93275,Tulare,CA,Tulare
93276,Tupman,CA,Kern
93277,Visalia,CA,Tulare
93278,Visalia,CA,Tulare
93279,Visalia,CA,Tulare
93280,Wasco,CA,Kern
93282,Waukena,CA,Tulare
93283,Weldon,CA,Kern
93285,Wofford Heights,CA,Kern
93286,Woodlake,CA,Tulare
93287,Woody,CA,Kern
93290,Visalia,CA,Tulare
93291,Visalia,CA,Tulare
93292,Visalia,CA,Tulare
93301,Bakersfield,CA,Kern
93302,Bakersfield,CA,Kern
93303,Bakersfield,CA,Kern
93304,Bakersfield,CA,Kern
93305,Bakersfield,CA,Kern
93306,Bakersfield,CA,Kern
93307,Bakersfield,CA,Kern
93308,Bakersfield,CA,Kern
93309,Bakersfield,CA,Kern
93311,Bakersfield,CA,Kern
93312,Bakersfield,CA,Kern
93313,Bakersfield,CA,Kern
93314,Bakersfield,CA,Kern
93380,Bakersfield,CA,Kern
93381,Bakersfield,CA,Kern
93382,Bakersfield,CA,Kern
93383,Bakersfield,CA,Kern
93384,Bakersfield,CA,Kern
93385,Bakersfield,CA,Kern
93386,Bakersfield,CA,Kern
93387,Bakersfield,CA,Kern
93388,Bakersfield,CA,Kern
93389,Bakersfield,CA,Kern
93390,Bakersfield,CA,Kern
93401,San Luis Obispo,CA,San Luis Obispo
93402,Los Osos,CA,San Luis Obispo
93403,San Luis Obispo,CA,San Luis Obispo
93405,San Luis Obispo,CA,San Luis Obispo
93406,San Luis Obispo,CA,San Luis Obispo
93407,San Luis Obispo,CA,San Luis Obispo
93408,San Luis Obispo,CA,San Luis Obispo
93409,San Luis Obispo,CA,San Luis Obispo
93410,San Luis Obispo,CA,San Luis Obispo
93412,Los Osos,CA,San Luis Obispo
93420,Arroyo Grande,CA,San Luis Obispo
93421,Arroyo Grande,CA,San Luis Obispo
93422,Atascadero,CA,San Luis Obispo
93423,Atascadero,CA,San Luis Obispo
93424,Avila Beach,CA,San Luis Obispo
93426,Bradley,CA,Monterey
93427,Buellton,CA,Santa Barbara
93428,Cambria,CA,San Luis Obispo
93429,Casmalia,CA,Santa Barbara
93430,Cayucos,CA,San Luis Obispo
93432,Creston,CA,San Luis Obispo
93433,Grover Beach,CA,San Luis Obispo
93434,Guadalupe,CA,Santa Barbara
93435,Harmony,CA,San Luis Obispo
93436,Lompoc,CA,Santa Barbara
93437,Lompoc,CA,Santa Barbara
93438,Lompoc,CA,Santa Barbara
93440,Los Alamos,CA,Santa Barbara
93441,Los Olivos,CA,Santa Barbara
93442,Morro Bay,CA,San Luis Obispo
93443,Morro Bay,CA,San Luis Obispo
93444,Nipomo,CA,San Luis Obispo
93445,Oceano,CA,San Luis Obispo
93446,Paso Robles,CA,San Luis Obispo
93447,Paso Robles,CA,San Luis Obispo
93448,Pismo Beach,CA,San Luis Obispo
93449,Pismo Beach,CA,San Luis Obispo
93450,San Ardo,CA,Monterey
93451,San Miguel,CA,San Luis Obispo
93452,San Simeon,CA,San Luis Obispo
93453,Santa Margarita,CA,San Luis Obispo
93454,Santa Maria,CA,Santa Barbara
93455,Santa Maria,CA,Santa Barbara
93456,Santa Maria,CA,Santa Barbara
93457,Santa Maria,CA,Santa Barbara
93458,Santa Maria,CA,Santa Barbara
93460,Santa Ynez,CA,Santa Barbara
93461,Shandon,CA,San Luis Obispo
93463,Solvang,CA,Santa Barbara
93464,Solvang,CA,Santa Barbara
93465,Templeton,CA,San Luis Obispo
93475,Oceano,CA,San Luis Obispo
93483,Grover Beach,CA,San Luis Obispo
93501,Mojave,CA,Kern
93502,Mojave,CA,Kern
93504,California City,CA,Kern
93505,California City,CA,Kern
93510,Acton,CA,Los Angeles
93512,Benton,CA,Mono
93513,Big Pine,CA,Inyo
93514,Bishop,CA,Inyo
93515,Bishop,CA,Inyo
93516,Boron,CA,Kern
93517,Bridgeport,CA,Mono
93518,Caliente,CA,Kern
93519,Cantil,CA,Kern
93522,Darwin,CA,Inyo
93523,Edwards,CA,Kern
93524,Edwards,CA,Kern
93526,Independence,CA,Inyo
93527,Inyokern,CA,Kern
93528,Johannesburg,CA,Kern
93529,June Lake,CA,Mono
93530,Keeler,CA,Inyo
93531,Keene,CA,Kern
93532,Lake Hughes,CA,Los Angeles
93534,Lancaster,CA,Los Angeles
93535,Lancaster,CA,Los Angeles
93536,Lancaster,CA,Los Angeles
93539,Lancaster,CA,Los Angeles
93541,Lee Vining,CA,Mono
93542,Little Lake,CA,Inyo
93543,Littlerock,CA,Los Angeles
93544,Llano,CA,Los Angeles
93545,Lone Pine,CA,Inyo
93546,Mammoth Lakes,CA,Mono
93549,Olancha,CA,Inyo
93550,Palmdale,CA,Los Angeles
93551,Palmdale,CA,Los Angeles
93552,Palmdale,CA,Los Angeles
93553,Pearblossom,CA,Los Angeles
93554,Randsburg,CA,Kern
93555,Ridgecrest,CA,Kern
93556,Ridgecrest,CA,Kern
93558,Red Mountain,CA,San Bernardino
93560,Rosamond,CA,Kern
93561,Tehachapi,CA,Kern
93562,Trona,CA,San Bernardino
93563,Valyermo,CA,Los Angeles
93581,Tehachapi,CA,Kern
93584,Lancaster,CA,Los Angeles
93586,Lancaster,CA,Los Angeles
93590,Palmdale,CA,Los Angeles
93591,Palmdale,CA,Los Angeles
93592,Trona,CA,San Bernardino
93596,Boron,CA,Kern
93599,Palmdale,CA,Los Angeles
93601,Ahwahnee,CA,Madera
93602,Auberry,CA,Fresno
93603,Badger,CA,Tulare
93604,Bass Lake,CA,Madera
93605,Big Creek,CA,Fresno
93606,Biola,CA,Fresno
93607,Burrel,CA,Fresno
93608,Cantua Creek,CA,Fresno
93609,Caruthers,CA,Fresno
93610,Chowchilla,CA,Madera
93611,Clovis,CA,Fresno
93612,Clovis,CA,Fresno
93613,Clovis,CA,Fresno
93614,Coarsegold,CA,Madera
93615,Cutler,CA,Tulare
93616,Del Rey,CA,Fresno
93618,Dinuba,CA,Tulare
93619,Clovis,CA,Fresno
93620,Dos Palos,CA,Merced
93621,Dunlap,CA,Fresno
93622,Firebaugh,CA,Fresno
93623,Fish Camp,CA,Mariposa
93624,Five Points,CA,Fresno
93625,Fowler,CA,Fresno
93626,Friant,CA,Fresno
93627,Helm,CA,Fresno
93628,Hume,CA,Fresno
93630,Kerman,CA,Fresno
93631,Kingsburg,CA,Fresno
93633,Kings Canyon National Pk,CA,Tulare
93634,Lakeshore,CA,Fresno
93635,Los Banos,CA,Merced
93636,Madera,CA,Madera
93637,Madera,CA,Madera
93638,Madera,CA,Madera
93639,Madera,CA,Madera
93640,Mendota,CA,Fresno
93641,Miramonte,CA,Fresno
93642,Mono Hot Springs,CA,Fresno
93643,North Fork,CA,Madera
93644,Oakhurst,CA,Madera
93645,O Neals,CA,Madera
93646,Orange Cove,CA,Fresno
93647,Orosi,CA,Tulare
93648,Parlier,CA,Fresno
93649,Piedra,CA,Fresno
93650,Fresno,CA,Fresno
93651,Prather,CA,Fresno
93652,Raisin City,CA,Fresno
93653,Raymond,CA,Madera
93654,Reedley,CA,Fresno
93656,Riverdale,CA,Fresno
93657,Sanger,CA,Fresno
93660,San Joaquin,CA,Fresno
93661,Santa Rita Park,CA,Merced
93662,Selma,CA,Fresno
93664,Shaver Lake,CA,Fresno
93665,South Dos Palos,CA,Merced
93666,Sultana,CA,Tulare
93667,Tollhouse,CA,Fresno
93668,Tranquillity,CA,Fresno
93669,Wishon,CA,Madera
93670,Yettem,CA,Tulare
93673,Traver,CA,Tulare
93675,Squaw Valley,CA,Fresno
93701,Fresno,CA,Fresno
93702,Fresno,CA,Fresno
93703,Fresno,CA,Fresno
93704,Fresno,CA,Fresno
93705,Fresno,CA,Fresno
93706,Fresno,CA,Fresno
93707,Fresno,CA,Fresno
93708,Fresno,CA,Fresno
93709,Fresno,CA,Fresno
93710,Fresno,CA,Fresno
93711,Fresno,CA,Fresno
93712,Fresno,CA,Fresno
93714,Fresno,CA,Fresno
93715,Fresno,CA,Fresno
93716,Fresno,CA,Fresno
93717,Fresno,CA,Fresno
93718,Fresno,CA,Fresno
93720,Fresno,CA,Fresno
93721,Fresno,CA,Fresno
93722,Fresno,CA,Fresno
93723,Fresno,CA,Fresno
93724,Fresno,CA,Fresno
93725,Fresno,CA,Fresno
93726,Fresno,CA,Fresno
93727,Fresno,CA,Fresno
93728,Fresno,CA,Fresno
93729,Fresno,CA,Fresno
93730,Fresno,CA,Fresno
93740,Fresno,CA,Fresno
93741,Fresno,CA,Fresno
93744,Fresno,CA,Fresno
93745,Fresno,CA,Fresno
93747,Fresno,CA,Fresno
93750,Fresno,CA,Fresno
93755,Fresno,CA,Fresno
93760,Fresno,CA,Fresno
93761,Fresno,CA,Fresno
93764,Fresno,CA,Fresno
93765,Fresno,CA,Fresno
93771,Fresno,CA,Fresno
93772,Fresno,CA,Fresno
93773,Fresno,CA,Fresno
93774,Fresno,CA,Fresno
93775,Fresno,CA,Fresno
93776,Fresno,CA,Fresno
93777,Fresno,CA,Fresno
93778,Fresno,CA,Fresno
93779,Fresno,CA,Fresno
93780,Fresno,CA,Fresno
93784,Fresno,CA,Fresno
93786,Fresno,CA,Fresno
93790,Fresno,CA,Fresno
93791,Fresno,CA,Fresno
93792,Fresno,CA,Fresno
93793,Fresno,CA,Fresno
93794,Fresno,CA,Fresno
93844,Fresno,CA,Fresno
93888,Fresno,CA,Fresno
93901,Salinas,CA,Monterey
93902,Salinas,CA,Monterey
93905,Salinas,CA,Monterey
93906,Salinas,CA,Monterey
93907,Salinas,CA,Monterey
93908,Salinas,CA,Monterey
93912,Salinas,CA,Monterey
93915,Salinas,CA,Monterey
93920,Big Sur,CA,Monterey
93921,Carmel By The Sea,CA,Monterey
93922,Carmel,CA,Monterey
93923,Carmel,CA,Monterey
93924,Carmel Valley,CA,Monterey
93925,Chualar,CA,Monterey
93926,Gonzales,CA,Monterey
93927,Greenfield,CA,Monterey
93928,Jolon,CA,Monterey
93930,King City,CA,Monterey
93932,Lockwood,CA,Monterey
93933,Marina,CA,Monterey
93940,Monterey,CA,Monterey
93942,Monterey,CA,Monterey
93943,Monterey,CA,Monterey
93944,Monterey,CA,Monterey
93950,Pacific Grove,CA,Monterey
93953,Pebble Beach,CA,Monterey
93954,San Lucas,CA,Monterey
93955,Seaside,CA,Monterey
93960,Soledad,CA,Monterey
93962,Spreckels,CA,Monterey
94002,Belmont,CA,San Mateo
94005,Brisbane,CA,San Mateo
94010,Burlingame,CA,San Mateo
94011,Burlingame,CA,San Mateo
94013,Daly City,CA,San Mateo
94014,Daly City,CA,San Mateo
94015,Daly City,CA,San Mateo
94016,Daly City,CA,San Mateo
94017,Daly City,CA,San Mateo
94018,El Granada,CA,San Mateo
94019,Half Moon Bay,CA,San Mateo
94020,La Honda,CA,San Mateo
94021,Loma Mar,CA,San Mateo
94022,Los Altos,CA,Santa Clara
94023,Los Altos,CA,Santa Clara
94024,Los Altos,CA,Santa Clara
94025,Menlo Park,CA,San Mateo
94026,Menlo Park,CA,San Mateo
94027,Atherton,CA,San Mateo
94028,Portola Valley,CA,San Mateo
94030,Millbrae,CA,San Mateo
94035,Mountain View,CA,Santa Clara
94037,Montara,CA,San Mateo
94038,Moss Beach,CA,San Mateo
94039,Mountain View,CA,Santa Clara
94040,Mountain View,CA,Santa Clara
94041,Mountain View,CA,Santa Clara
94042,Mountain View,CA,Santa Clara
94043,Mountain View,CA,Santa Clara
94044,Pacifica,CA,San Mateo
94060,Pescadero,CA,San Mateo
94061,Redwood City,CA,San Mateo
94062,Redwood City,CA,San Mateo
94063,Redwood City,CA,San Mateo
94064,Redwood City,CA,San Mateo
94065,Redwood City,CA,San Mateo
94066,San Bruno,CA,San Mateo
94070,San Carlos,CA,San Mateo
94074,San Gregorio,CA,San Mateo
94080,South San Francisco,CA,San Mateo
94083,South San Francisco,CA,San Mateo
94085,Sunnyvale,CA,Santa Clara
94086,Sunnyvale,CA,Santa Clara
